section_id,cluster_km,cluster_hr,cluster_gm
way/155581989_1682,5,0,5
way/155581991_1683,0,5,0
way/155581996_1685,5,5,0
way/155581997_1686,5,0,5
way/155581999_1687,5,0,5
way/155582002_1689,5,0,5
way/155582003_1690,5,0,0
way/157261363_1691,5,1,0
way/157568501_1692,1,3,3
way/162383091_1693,3,5,3
way/163146318_1694,4,4,4
way/166700494_1695,5,5,5
way/166700495_1696,5,5,5
way/166700496_1697,1,5,5
way/167284777_1698,0,5,5
way/167284788_1699,5,0,5
way/167370357_1700,5,5,5
way/167370364_1702,0,5,0
way/167422740_1703,5,5,3
way/168162992_1704,3,3,3
way/168860544_1705,4,4,4
way/168860556_1706,5,0,5
way/168860557_1707,4,4,4
way/169149020_1708,3,3,3
way/169340899_1712,5,5,5
way/169340913_1713,0,0,5
way/169341746_1714,5,3,5
way/170658126_1715,0,4,0
way/171175321_1716,3,3,3
way/172057801_1717,0,0,0
way/172057802_1718,0,0,0
way/172057811_1719,0,5,0
way/172057819_1720,1,1,1
way/172061845_1721,0,0,0
way/172061847_1723,5,0,0
way/172061849_1724,0,0,0
way/172223941_1725,5,0,5
way/172404312_1729,0,0,0
way/172444340_1732,0,0,0
way/172984551_1735,5,0,5
way/172984552_1736,0,0,0
way/172984553_1737,5,0,5
way/172984554_1738,5,0,5
way/174314672_1741,5,0,5
way/174744965_1743,0,0,0
way/175934525_1744,5,0,5
way/176558291_1746,2,4,2
way/180869823_1750,1,1,1
way/182011757_1751,5,3,5
way/183083894_1753,4,4,4
way/183083895_1754,3,4,3
way/193847913_1755,3,3,3
way/194182781_1756,3,3,3
way/194182785_1757,3,3,3
way/194182788_1758,2,3,2
way/194187676_1759,3,3,3
way/200733397_1762,3,3,3
way/200733411_1764,5,0,0
way/200733452_1765,5,0,0
way/200733479_1766,0,5,0
way/200802128_1767,4,3,4
way/201114003_1768,4,4,4
way/201298411_1770,0,0,4
way/206021734_1773,4,4,4
way/206256565_1775,1,0,1
way/207458785_1778,5,3,0
way/208497648_1779,5,0,5
way/208744792_1780,5,0,5
way/208744793_1781,0,0,0
way/209015716_1782,3,3,3
way/218868549_1784,3,3,3
way/218868550_1785,3,3,3
way/220749339_1786,4,4,4
way/220932792_1789,1,5,1
way/223183077_1790,0,0,3
way/223277534_1791,3,3,3
way/223277536_1792,1,1,1
way/223277541_1793,4,4,4
way/223277542_1794,3,3,3
way/223412042_1795,1,1,1
way/223412043_1796,3,3,3
way/223412057_1797,3,3,3
way/223412067_1798,1,5,1
way/223412075_1799,3,3,3
way/223412106_1800,0,0,0
way/223412116_1802,3,3,3
way/223412124_1803,3,3,3
way/223969084_1804,2,2,2
way/223971300_1806,0,5,0
way/226457521_1808,2,3,2
way/228458521_1814,3,3,3
way/228761884_1815,5,0,5
way/228761886_1817,3,3,3
way/228964178_1820,2,2,2
way/228964180_1822,2,2,2
way/228964182_1824,2,2,2
way/229615502_1828,3,3,3
way/229615508_1830,3,3,3
way/229615511_1831,5,0,5
way/229615512_1832,2,3,2
way/229616693_1840,0,0,0
way/232676334_1842,1,1,1
way/232764836_1844,1,1,1
way/234318915_1854,4,4,4
way/234318943_1855,2,3,2
way/249442990_1860,3,3,3
way/250858767_1861,0,5,0
way/250938230_1863,5,3,5
way/250947233_1866,3,3,3
way/252635810_1871,5,0,5
way/252642479_1873,0,0,0
way/252642481_1874,3,3,3
way/252642483_1876,3,3,3
way/252754382_1877,3,3,3
way/252799289_1880,4,4,4
way/253301185_1884,2,2,2
way/253600126_1885,5,0,5
way/253643049_1886,1,5,1
way/253643054_1887,0,0,0
way/253643056_1888,1,0,1
way/253947699_1890,0,0,0
way/254399020_1892,3,3,3
way/255426512_1893,2,4,2
way/255426515_1894,3,3,4
way/255426517_1896,3,3,4
way/255426518_1897,4,4,4
way/255426519_1898,4,3,4
way/255430294_1899,2,2,2
way/255430297_1900,2,2,2
way/255430302_1901,2,2,2
way/255430305_1902,2,2,2
way/255430310_1904,2,2,2
way/255430314_1905,2,2,2
way/255430316_1906,2,2,2
way/255430319_1907,2,2,2
way/255430326_1909,5,0,5
way/255430329_1910,2,2,2
way/255565147_1915,3,3,3
way/255567295_1916,2,2,2
way/255569173_1917,3,3,3
way/255569179_1919,2,2,2
way/255569641_1920,3,3,3
way/255576461_1921,5,1,0
way/258161228_1924,0,0,0
way/258161231_1925,4,3,4
way/261131862_1928,5,0,5
way/261862072_1931,2,2,2
way/261862076_1932,2,2,2
way/261862079_1933,2,2,2
way/261862090_1937,4,4,4
way/266505028_1939,0,0,0
way/273759714_1941,3,3,3
way/275805725_1942,3,3,3
way/275805727_1944,0,0,0
way/292025241_1946,5,0,0
way/292025242_1947,5,3,5
way/297253691_1948,0,0,0
way/300815617_1949,2,2,2
way/300815619_1950,2,2,2
way/300815620_1951,2,2,2
way/300815642_1952,2,2,2
way/303737279_1953,4,3,4
way/307354299_1957,5,5,5
way/307354300_1958,5,3,5
way/309584591_1959,5,0,5
way/311563376_1961,1,1,1
way/314026647_1962,2,2,2
way/314026649_1963,2,2,2
way/314026653_1965,2,2,2
way/324544971_1974,5,0,0
way/324868442_1975,5,3,5
way/327493731_1977,5,1,5
way/327493732_1978,5,0,5
way/330290575_1983,3,3,3
way/330292452_1984,2,3,2
way/330292453_1985,2,3,2
way/330717356_1987,1,5,1
way/330720937_1988,3,3,3
way/330720938_1989,0,4,4
way/330724158_1992,0,0,0
way/330730447_1993,5,0,5
way/330730450_1995,3,3,3
way/330732455_1999,5,0,5
way/330931301_2000,2,3,2
way/332198808_2003,4,4,4
way/332198809_2004,2,4,2
way/332198810_2005,2,4,2
way/334000829_2007,3,5,3
way/334000836_2010,3,5,3
way/334074624_2011,3,3,3
way/334316041_2014,2,2,2
way/334541664_2015,3,3,3
way/334657874_2016,4,4,4
way/334658737_2018,1,5,1
way/334658738_2019,1,1,1
way/338198458_2023,0,0,0
way/338202531_2028,5,0,5
way/338202535_2029,0,0,0
way/338209832_2030,0,0,0
way/338209835_2033,5,0,5
way/338209838_2035,0,0,0
way/338211749_2042,0,0,0
way/338213891_2043,4,4,4
way/338216467_2045,5,0,5
way/346024350_2046,4,4,4
way/346083929_2047,4,4,4
way/348714059_2050,2,3,2
way/348924388_2051,2,3,2
way/361156394_2054,3,3,3
way/362065922_2056,0,0,0
way/362597609_2066,0,0,0
way/362646233_2067,1,5,1
way/362646234_2068,1,5,1
way/362646240_2074,3,3,3
way/362649865_2082,0,0,0
way/362649868_2084,0,0,0
way/362651540_2085,4,4,4
way/362651541_2086,4,4,4
way/362651542_2087,0,0,0
way/362651547_2092,2,4,2
way/362651548_2093,2,4,2
way/362651549_2094,2,4,2
way/362656278_2097,4,4,4
way/362656281_2098,3,0,3
way/362656317_2106,0,0,0
way/362656322_2107,5,0,5
way/364434822_2115,0,5,0
way/364434826_2119,2,3,2
way/364437785_2122,0,0,0
way/364437786_2123,0,5,0
way/364563684_2131,1,5,1
way/365007947_2132,5,0,0
way/367007335_2134,0,0,0
way/367853843_2135,3,3,3
way/368352105_2138,4,4,4
way/371235926_2140,3,3,3
way/373872196_2143,5,0,5
way/373992049_2144,4,0,4
way/383606343_2146,1,1,1
way/386641407_2149,1,1,1
way/387224953_2151,1,5,1
way/397147435_2153,2,2,2
way/402949953_2155,3,3,3
way/404645302_2156,0,5,0
way/407899064_2158,4,0,4
way/410655500_2164,5,5,3
way/411783541_2166,3,3,3
way/411785491_2171,5,5,5
way/412034123_2174,5,0,5
way/412069339_2176,2,3,2
way/412964317_2177,0,0,0
way/420390115_2178,4,4,4
way/422057601_2181,3,3,3
way/422057604_2182,3,3,3
way/422223583_2184,4,4,4
way/424754585_2188,4,4,4
way/425105903_2190,3,3,3
way/425114570_2192,3,3,3
way/425319423_2196,4,4,4
way/425319425_2197,4,4,4
way/425319426_2198,4,4,4
way/425319429_2200,4,4,4
way/425319430_2201,4,4,4
way/425319607_2202,0,0,0
way/425319609_2204,4,4,4
way/425320667_2208,4,3,3
way/426030468_2216,0,5,0
way/426352346_2222,4,4,4
way/426363004_2224,1,1,1
way/426609449_2225,0,5,3
way/426848828_2226,3,3,3
way/426848839_2228,3,3,3
way/427469750_2238,2,3,2
way/427469751_2239,3,3,3
way/427469752_2240,3,3,3
way/427469754_2242,3,3,3
way/430806273_2245,3,3,3
way/430806277_2246,3,3,3
way/430808044_2247,3,3,3
way/430808769_2251,4,4,4
way/430812118_2255,4,4,4
way/430820679_2258,3,5,3
way/430824182_2265,0,0,0
way/430826798_2272,0,5,0
way/430859362_2275,0,5,0
way/430859363_2276,4,4,4
way/431067145_2286,0,0,0
way/431833359_2291,5,0,5
way/432220585_2295,5,5,5
way/432220587_2297,5,0,5
way/432952061_2299,0,0,0
way/437071728_2302,3,3,3
way/437071730_2304,2,3,2
way/437071735_2307,2,4,2
way/437071739_2309,4,4,4
way/437652328_2312,4,4,4
way/437652630_2313,4,4,4
way/437996447_2316,4,4,4
way/443783341_2318,3,3,3
way/446839598_2320,3,5,3
way/450502934_2326,3,3,3
way/450504279_2335,2,2,2
way/450505045_2344,3,3,3
way/450505724_2350,2,3,2
way/450505725_2351,2,3,2
way/450505729_2353,2,4,2
way/450505732_2356,2,4,2
way/450505733_2357,4,4,4
way/453578294_2372,1,0,0
way/455100702_2374,1,1,1
way/459659146_2380,3,3,3
way/459846704_2382,3,3,3
way/460917781_2383,1,1,1
way/464286615_2384,3,3,3
way/467051370_2386,3,3,3
way/471961259_2387,3,3,3
way/471961945_2388,3,3,3
way/472203561_2389,2,3,2
way/478350057_2393,5,5,0
way/480668414_2394,5,0,5
way/482926942_2395,2,2,2
way/482926946_2396,2,2,2
way/482926949_2397,2,2,2
way/482926953_2398,2,2,2
way/482926965_2400,2,2,2
way/485734426_2405,2,3,2
way/487682923_2417,3,3,3
way/487683367_2418,3,3,3
way/488501937_2419,5,0,5
way/488502339_2422,4,4,4
way/488549119_2426,3,3,3
way/488549120_2427,0,0,0
way/488703737_2428,4,3,4
way/492612360_2437,3,3,3
way/492612361_2438,3,3,3
way/494446409_2440,1,3,3
way/496874991_2442,4,4,4
way/497490369_2444,5,0,5
way/497753823_2445,3,3,3
way/503422795_2450,3,3,3
way/507340404_2453,0,0,0
way/509010776_2454,0,5,0
way/509010778_2455,0,5,0
way/509251734_2456,4,4,4
way/509507962_2470,2,2,2
way/509905219_2471,5,3,3
way/512161344_2472,4,3,4
way/512161346_2474,3,3,3
way/512161348_2476,4,4,4
way/512161349_2477,3,3,3
way/512161350_2478,4,3,4
way/512162589_2479,2,4,2
way/512162591_2480,2,3,2
way/516671248_2484,3,3,3
way/517763020_2487,3,3,3
way/518922390_2488,0,3,0
way/519135235_2491,3,3,3
way/521337800_2498,3,3,3
way/526449810_2500,0,0,0
way/526452118_2503,0,0,0
way/526493107_2505,3,3,3
way/526493110_2507,3,3,3
way/526498645_2513,3,3,3
way/526500460_2514,5,1,5
way/526511294_2515,3,3,3
way/526884186_2517,3,3,3
way/526884318_2523,3,3,3
way/527059572_2530,3,3,3
way/527068570_2532,0,3,0
way/527568020_2534,0,0,0
way/528186602_2539,2,3,2
way/528726905_2543,3,3,3
way/528730157_2544,3,3,3
way/528737930_2550,3,3,3
way/529273787_2553,4,4,4
way/533036324_2561,3,4,3
way/533055679_2566,0,5,0
way/533126062_2568,0,0,0
way/533126063_2569,0,0,0
way/533130141_2572,0,0,0
way/533597115_2576,3,3,3
way/533597121_2578,3,3,3
way/533597122_2579,5,0,5
way/534663752_2581,0,0,0
way/534663756_2583,2,3,2
way/534666287_2585,2,3,2
way/537079485_2589,3,3,3
way/539447540_2592,4,0,4
way/541407047_2595,5,3,3
way/544633835_2601,3,3,3
way/544633838_2602,3,3,3
way/546364910_2611,3,3,3
way/546364925_2612,3,0,3
way/546364928_2613,3,0,3
way/546366076_2614,3,3,3
way/546366077_2615,3,3,3
way/546366080_2616,3,3,3
way/546366084_2617,3,3,3
way/549928245_2652,5,5,5
way/550272687_2653,4,4,4
way/551661880_2661,4,4,4
way/553369608_2662,2,2,2
way/553369609_2663,2,2,2
way/553369610_2664,2,2,2
way/553369612_2665,4,0,4
way/555576490_2669,2,2,2
way/555576495_2670,2,2,2
way/555576501_2672,2,2,2
way/555576506_2673,2,2,2
way/557278782_2683,5,0,5
way/558182844_2684,0,5,0
way/560839763_2691,1,0,1
way/561135369_2694,3,3,3
way/571665980_2695,5,3,0
way/572665943_2696,4,4,4
way/573483627_2700,5,0,5
way/573483629_2701,2,3,2
way/576359824_2705,0,0,0
way/576359837_2707,0,0,0
way/576360833_2710,5,0,5
way/576360835_2712,0,0,0
way/580518157_2717,5,0,5
way/586742955_2724,1,1,1
way/595073839_2729,0,5,0
way/601241137_2732,5,0,5
way/602245399_2734,2,3,2
way/604459374_2736,0,0,0
way/606492539_2737,3,3,3
way/606492540_2738,3,3,3
way/606492546_2744,1,5,1
way/606492549_2747,0,0,0
way/606864418_2750,0,5,0
way/608970694_2752,1,1,1
way/608971311_2753,1,1,1
way/609253595_2756,2,3,2
way/631368283_2763,0,0,0
way/633468202_2764,5,0,5
way/636571400_2765,2,2,2
way/663116758_2769,3,3,3
way/663116761_2770,2,3,2
way/666372055_2771,5,3,5
way/668071191_2772,1,1,1
way/670075848_2779,3,0,4
way/670487460_2781,3,3,3
way/670487464_2782,5,0,0
way/670487466_2783,4,4,4
way/670703672_2784,4,3,4
way/670703673_2785,3,3,3
way/681476883_2795,5,0,5
way/682306449_2796,5,0,5
way/682306452_2797,0,5,0
way/690067927_2799,4,4,4
way/690515935_2801,5,0,0
way/691671207_2802,3,3,3
way/691671208_2803,3,3,3
way/700497966_2806,5,0,0
way/704859420_2808,0,0,0
way/720565357_2813,0,0,5
way/721311813_2816,3,3,3
way/722313630_2817,4,4,4
way/723069649_2819,4,4,4
way/723070807_2820,3,3,3
way/723070808_2821,2,3,2
way/723391890_2822,2,2,2
way/723392610_2825,4,4,4
way/724585306_2828,2,2,2
way/728098202_2829,5,0,5
way/738589112_2833,2,2,2
way/741295257_2834,1,1,1
way/743732902_2836,3,3,3
way/743732926_2838,2,4,2
way/743732927_2839,2,4,2
way/744627051_2843,4,4,4
way/744713194_2844,0,0,0
way/744756397_2845,0,0,0
way/749916467_2851,4,4,4
way/756241004_2852,2,4,2
way/756534137_2853,5,0,5
way/759868017_2858,3,3,3
way/759868021_2860,3,3,3
way/759868022_2861,5,3,5
way/759868812_2866,5,3,3
way/759868815_2868,3,3,3
way/759870476_2873,3,3,3
way/759870480_2874,3,3,3
way/759870488_2878,3,3,3
way/760168341_2880,5,5,5
way/760168344_2881,0,0,0
way/767567559_2886,3,3,3
way/767957261_2892,5,0,5
way/767957273_2898,2,3,2
way/767957277_2899,3,3,3
way/768825931_2903,2,2,2
way/768825932_2904,2,2,2
way/769407066_2907,0,5,0
way/773840903_2913,2,3,2
way/773844167_2914,2,3,2
way/773844169_2915,2,2,2
way/773844170_2916,2,2,2
way/775702311_2924,2,2,2
way/778054154_2926,3,3,3
way/787400352_2927,3,0,3
way/788665728_2928,0,0,0
way/793762902_2942,0,0,0
way/802964150_2952,0,5,0
way/806455251_2953,0,0,0
way/816212084_2963,5,0,5
way/817545708_2965,0,0,0
way/823501577_2973,2,2,2
way/854923688_2980,2,3,2
way/857621082_2981,0,0,0
way/861290704_2989,5,0,5
way/869097665_2991,4,0,4
way/872768714_2993,4,4,4
way/909978606_3004,2,3,2
way/911555270_3009,3,3,3
way/942494150_3023,0,0,0
way/956318005_3033,4,3,4
way/956318007_3035,4,3,4
way/985862669_3040,0,0,0
way/992415242_3041,5,0,0
way/996920620_3044,0,0,0
way/1001935386_3049,1,1,1
way/1002409935_3051,0,3,0
way/1006122767_3054,0,0,0
way/1009398877_3056,5,0,5
way/1014345831_3062,5,0,5
way/1017837941_3067,1,5,1
way/1020572750_3080,5,0,5
way/1021751269_3082,4,4,4
way/1021751273_3083,4,4,4
way/1023587206_3090,1,0,0
way/1024569006_3091,0,5,0
way/1024927011_3097,4,0,4
way/1024927012_3098,0,0,0
way/1024927013_3099,0,0,0
way/1028105362_3104,5,0,5
way/1029044950_3106,0,0,0
way/1032391940_3110,0,0,0
way/1036412259_3121,4,4,4
way/1036412261_3122,2,4,2
way/1038774507_3123,0,0,0
way/1039568528_3125,0,5,0
way/1040875296_3129,0,0,0
way/1041479182_3137,0,0,0
way/1041479184_3139,4,4,4
way/1043273880_3142,5,3,5
way/1044745101_3147,5,0,5
way/1054212896_3154,0,0,0
way/1060107093_3158,5,0,5
way/1062261259_3162,5,0,5
way/1067399940_3168,2,2,2
way/1069992387_3169,0,0,0
way/1082094450_3178,0,5,0
way/1089895665_3190,1,1,1
way/1091298515_3192,2,2,2
way/1091308322_3197,2,2,2
way/1092382247_3201,2,2,2
way/1101063766_3205,0,0,0
way/1101499349_3208,4,4,4
way/1103566675_3222,5,0,5
way/1103599501_3223,2,3,2
way/1103678837_3232,5,3,5
way/1107999080_3239,3,3,3
way/1146994716_3253,3,3,3
way/1148162854_3256,0,0,0
way/1154226635_3264,0,0,0
way/1156933535_3268,1,5,1
way/1159201161_3270,5,0,5
way/1159201162_3271,4,3,4
way/1165107234_3273,0,0,0
way/1165107235_3274,0,0,0
way/1165107236_3275,4,0,4
way/1165107238_3277,4,0,4
way/1165454129_3288,4,4,4
way/1167379043_3292,4,4,4
way/1167379044_3293,4,3,4
way/1167379046_3295,3,3,3
way/1167380366_3298,4,4,4
way/1176949012_3308,5,0,0
way/1178754225_3309,5,0,5
way/1193176890_3314,1,5,1
way/1205241185_3317,0,5,0
way/1223894185_3329,3,3,4
way/1225513716_3331,4,3,4
way/1228048082_3349,0,0,0
way/1228048083_3350,0,0,0
way/1228048129_3351,0,0,0
way/1244147317_3363,4,4,4
way/1250866876_3368,5,0,5
way/1259366770_3375,0,0,0
way/1259366890_3377,0,0,0
way/1269068681_3383,0,0,0
way/1284511764_3397,4,4,4
way/1284511771_3402,5,0,0
way/1284512873_3406,5,0,0
way/1284515962_3407,5,5,5
way/1289065183_3411,5,0,5
way/1289065266_3412,3,3,3
way/1290494926_3413,4,4,4
way/1304919905_3422,5,0,5
way/1313198234_3425,5,5,5
way/1317376328_3427,4,4,4
